# position,p_value_total
6.318000000000000000e+03,8.745247148288973760e-01
6.318000000000000000e+03,1.581869756774699765e-01
6.318000000000000000e+03,9.085038324582050961e-01
6.319000000000000000e+03,8.634799927575592671e-01
6.319000000000000000e+03,4.351499788762146215e-02
6.319000000000000000e+03,6.437926247812179037e-01
6.320000000000000000e+03,7.882793167964270431e-01
6.320000000000000000e+03,6.096927998068683019e-01
6.320000000000000000e+03,3.524654475224817118e-02
6.321000000000000000e+03,9.414569376546563229e-01
6.321000000000000000e+03,5.944836743315831118e-01
6.321000000000000000e+03,3.692437684833121958e-01
6.322000000000000000e+03,5.417949182207737469e-01
6.322000000000000000e+03,4.688273281429174988e-01
6.322000000000000000e+03,2.937413241595751012e-01
6.323000000000000000e+03,9.203935059448367650e-02
6.323000000000000000e+03,2.118413905486148802e-02
6.323000000000000000e+03,2.957329953527672306e-02
6.324000000000000000e+03,9.470094755265857644e-01
6.324000000000000000e+03,9.525016597259943207e-01
6.324000000000000000e+03,6.135554348482105125e-01
6.325000000000000000e+03,5.213350232361638747e-01
6.325000000000000000e+03,8.099462852314563699e-02
6.325000000000000000e+03,3.069587784416681897e-01
6.326000000000000000e+03,7.419276963003198500e-01
6.326000000000000000e+03,1.858893113645965212e-02
6.326000000000000000e+03,3.959804454101031879e-01
6.327000000000000000e+03,9.631842597622065627e-01
6.327000000000000000e+03,8.934757680004827840e-01
6.327000000000000000e+03,1.504617055947854443e-01
6.328000000000000000e+03,8.200253485424587874e-01
6.328000000000000000e+03,5.890518438046955102e-02
6.328000000000000000e+03,5.637636550184078610e-01
6.329000000000000000e+03,8.960709759188846268e-01
6.329000000000000000e+03,4.701551089383788906e-02
6.329000000000000000e+03,3.645361820266763142e-01
6.330000000000000000e+03,8.579274548856298255e-01
6.330000000000000000e+03,5.538052990524473529e-01
6.330000000000000000e+03,8.824913996016657824e-01
6.331000000000000000e+03,3.180035005130062431e-01
6.331000000000000000e+03,3.311606011225783353e-01
6.331000000000000000e+03,2.027883396704689353e-02
6.332000000000000000e+03,1.155169292051421298e-01
6.332000000000000000e+03,1.086366105377512166e-02
6.332000000000000000e+03,9.891966926187457931e-02
6.333000000000000000e+03,7.483251855875430181e-01
6.333000000000000000e+03,7.730701913211418530e-01
6.333000000000000000e+03,7.115094453497495808e-01
6.334000000000000000e+03,7.326935844046110757e-01
6.334000000000000000e+03,3.204176474138451525e-01
6.334000000000000000e+03,6.056491037479631023e-01
6.335000000000000000e+03,8.200253485424587874e-01
6.335000000000000000e+03,2.202305510290301083e-01
6.335000000000000000e+03,5.196451204055766437e-01
6.336000000000000000e+03,9.255235681091193989e-01
6.336000000000000000e+03,8.871989860583016918e-02
6.336000000000000000e+03,9.497857444625505963e-01
6.337000000000000000e+03,4.530750196149435638e-01
6.337000000000000000e+03,2.304303216850745462e-01
6.337000000000000000e+03,3.148047558693946590e-01
6.338000000000000000e+03,1.371235439676504186e-01
6.338000000000000000e+03,5.390186492848090261e-01
6.338000000000000000e+03,6.419216609330677947e-01
6.339000000000000000e+03,8.171887259339730147e-02
6.339000000000000000e+03,8.417526706500090272e-01
6.339000000000000000e+03,7.625082986299716037e-01
6.340000000000000000e+03,2.814895286378176209e-01
6.340000000000000000e+03,6.629850926428872970e-01
6.340000000000000000e+03,5.478906391453920444e-01
6.341000000000000000e+03,3.535518136278592571e-01
6.341000000000000000e+03,1.924075079968615987e-01
6.341000000000000000e+03,7.513428692135916132e-01
6.342000000000000000e+03,3.349025288188786087e-01
6.342000000000000000e+03,2.173939284205443911e-01
6.342000000000000000e+03,7.326935844046110757e-01
6.343000000000000000e+03,4.155350353068984481e-01
6.343000000000000000e+03,2.572877059569074754e-01
6.343000000000000000e+03,5.558573239181604508e-01
6.344000000000000000e+03,7.689057879171947718e-01
6.344000000000000000e+03,1.299414569376546591e-01
6.344000000000000000e+03,7.057154927877361539e-01
6.345000000000000000e+03,5.783692437684833099e-01
6.345000000000000000e+03,4.648439857565332956e-01
6.345000000000000000e+03,1.549882310338584201e-01
6.346000000000000000e+03,5.818697567746997645e-01
6.346000000000000000e+03,4.632144365984670054e-01
6.346000000000000000e+03,2.714708189993361165e-01
6.347000000000000000e+03,7.203210815378116028e-01
6.347000000000000000e+03,1.099040376606916503e-01
6.347000000000000000e+03,5.793349025288189180e-01
6.348000000000000000e+03,5.478906391453920444e-01
6.348000000000000000e+03,5.637636550184078610e-01
6.348000000000000000e+03,4.327358319753756843e-01
6.349000000000000000e+03,6.816947311243889418e-01
6.349000000000000000e+03,2.193855996137364928e-01
6.349000000000000000e+03,9.045808437443418892e-01
6.350000000000000000e+03,6.566479570281851252e-01
6.350000000000000000e+03,6.940672339911883870e-02
6.350000000000000000e+03,7.759068139296275701e-01
6.351000000000000000e+03,6.938861729736254258e-01
6.351000000000000000e+03,1.846218842416560979e-01
6.351000000000000000e+03,2.343533103989377808e-01
6.352000000000000000e+03,1.132838433218661400e-01
6.352000000000000000e+03,2.543907296759007619e-01
6.352000000000000000e+03,4.432977246665459337e-01
6.353000000000000000e+03,4.854245880861850493e-01
6.353000000000000000e+03,2.666425251976582977e-01
6.353000000000000000e+03,9.359647534552477666e-01
6.354000000000000000e+03,3.951354939948095724e-01
6.354000000000000000e+03,4.753455247751825485e-01
6.354000000000000000e+03,8.338463395497616171e-01
6.355000000000000000e+03,1.054982195666606254e-01
6.355000000000000000e+03,5.277325125233870429e-01
6.355000000000000000e+03,3.988774216911099013e-01
6.356000000000000000e+03,4.032228861126199715e-01
6.356000000000000000e+03,4.085943629669865351e-01
6.356000000000000000e+03,9.549158066268332856e-01
6.357000000000000000e+03,7.730701913211418530e-01
6.357000000000000000e+03,1.259581145512704559e-01
6.357000000000000000e+03,9.962580723036996710e-01
6.358000000000000000e+03,5.793349025288189180e-01
6.358000000000000000e+03,4.390729675900778561e-01
6.358000000000000000e+03,2.295250165972599343e-01
6.359000000000000000e+03,6.578550304786046077e-01
6.359000000000000000e+03,8.352948276902649738e-02
6.359000000000000000e+03,3.432313356267728821e-01
6.360000000000000000e+03,5.759550968676443450e-01
6.360000000000000000e+03,6.977488080149677474e-01
6.360000000000000000e+03,9.428450721226386833e-01
6.361000000000000000e+03,1.612650129760395956e-01
6.361000000000000000e+03,6.065544088357776448e-02
6.361000000000000000e+03,2.372502866799444665e-01
6.362000000000000000e+03,1.205866376969038506e-01
6.362000000000000000e+03,2.474500573359888784e-03
6.362000000000000000e+03,3.886776510350654912e-02
6.363000000000000000e+03,1.867342627798901644e-01
6.363000000000000000e+03,8.920272798599794550e-02
6.363000000000000000e+03,8.214134830104412310e-02
6.364000000000000000e+03,5.504254933912728492e-02
6.364000000000000000e+03,1.331402015812662154e-01
6.364000000000000000e+03,4.653268151367010580e-02
6.365000000000000000e+03,8.413301949423622472e-02
6.365000000000000000e+03,4.484277868308286785e-02
6.365000000000000000e+03,5.673245216971452461e-03
6.366000000000000000e+03,2.988110326513368498e-01
6.366000000000000000e+03,3.204176474138451525e-01
6.366000000000000000e+03,1.972961554710604137e-01
6.367000000000000000e+03,3.660450238397006673e-01
6.367000000000000000e+03,5.886293680970486886e-01
6.367000000000000000e+03,4.079908262417768217e-02
6.368000000000000000e+03,5.461403826422838170e-01
6.368000000000000000e+03,2.613314020158126472e-02
6.368000000000000000e+03,2.109360854608002822e-01
6.369000000000000000e+03,7.670348240690445518e-01
6.369000000000000000e+03,6.938861729736254258e-01
6.369000000000000000e+03,2.960347637153720735e-01
6.370000000000000000e+03,7.945560987386082186e-01
6.370000000000000000e+03,1.664554288128432535e-01
6.370000000000000000e+03,7.882793167964270431e-01
6.371000000000000000e+03,6.747540587844770288e-01
6.371000000000000000e+03,1.162411732753938082e-01
6.371000000000000000e+03,9.704267004647232353e-01
6.372000000000000000e+03,3.802884905546502492e-01
6.372000000000000000e+03,1.627738547890639209e-01
6.372000000000000000e+03,3.559056068561772257e-01
6.373000000000000000e+03,6.839278170076649177e-01
6.373000000000000000e+03,1.714647836320840057e-01
6.373000000000000000e+03,8.508057215281550345e-01
6.374000000000000000e+03,3.789607097591888296e-01
6.374000000000000000e+03,4.893475768000482562e-01
6.374000000000000000e+03,2.000120707345041937e-01
6.375000000000000000e+03,8.386142796789184395e-01
6.375000000000000000e+03,9.891966926187457931e-02
6.375000000000000000e+03,6.816947311243889418e-01
6.376000000000000000e+03,6.341963908503832625e-01
6.376000000000000000e+03,4.819844287524895909e-01
6.376000000000000000e+03,4.968917858651699104e-01
6.377000000000000000e+03,9.143581386927394083e-01
6.377000000000000000e+03,8.099462852314563699e-02
6.377000000000000000e+03,6.603295310519644579e-01
6.378000000000000000e+03,8.479690989196693174e-01
6.378000000000000000e+03,8.479690989196693174e-01
6.378000000000000000e+03,9.077192347154323937e-02
6.379000000000000000e+03,5.507876154263986468e-01
6.379000000000000000e+03,4.977970909529844667e-01
6.379000000000000000e+03,5.431830526887561350e-02
6.380000000000000000e+03,1.233025529603476306e-01
6.380000000000000000e+03,7.966684772768423822e-03
6.380000000000000000e+03,3.868670408594362953e-02
6.381000000000000000e+03,2.425614098617900893e-01
6.381000000000000000e+03,1.358561168447099954e-01
6.381000000000000000e+03,1.587301587301587213e-01
6.382000000000000000e+03,1.147926851348904514e-01
6.382000000000000000e+03,7.996861609028908802e-02
6.382000000000000000e+03,4.037660691653086747e-02
6.383000000000000000e+03,3.581990464119741424e-01
6.383000000000000000e+03,1.299414569376546591e-01
6.383000000000000000e+03,3.198744643611563937e-02
6.384000000000000000e+03,3.959804454101031879e-01
6.384000000000000000e+03,5.277325125233870429e-01
6.384000000000000000e+03,7.797694489709698640e-02
6.385000000000000000e+03,2.083408775423984671e-01
6.385000000000000000e+03,3.657432554770957689e-02
6.385000000000000000e+03,2.010984368398817113e-01
6.386000000000000000e+03,6.734262779890156647e-01
6.386000000000000000e+03,3.452230068199649976e-02
6.386000000000000000e+03,5.770414629730219458e-01
6.387000000000000000e+03,5.184984006276781576e-01
6.387000000000000000e+03,9.505703422053231322e-02
6.387000000000000000e+03,9.605890518438047199e-01
6.388000000000000000e+03,2.970004224757076261e-01
6.388000000000000000e+03,2.590983161325366435e-01
6.388000000000000000e+03,5.367855634015329391e-01
6.389000000000000000e+03,5.806626833242802821e-01
6.389000000000000000e+03,3.330919186432494405e-01
6.389000000000000000e+03,8.354758887078278518e-01
6.390000000000000000e+03,7.259943267547830370e-01
6.390000000000000000e+03,1.340455066690808272e-01
6.390000000000000000e+03,9.272134709397066299e-01
6.391000000000000000e+03,8.824913996016657824e-01
6.391000000000000000e+03,1.621099643913332111e-01
6.391000000000000000e+03,8.721105679280584111e-01
6.392000000000000000e+03,7.603355664192166241e-01
6.392000000000000000e+03,5.691351318727744246e-01
6.392000000000000000e+03,1.912004345464421440e-01
6.393000000000000000e+03,5.968978212324219657e-01
6.393000000000000000e+03,6.096927998068683019e-01
6.393000000000000000e+03,1.739996378779648800e-01
6.394000000000000000e+03,7.128975798177319412e-01
6.394000000000000000e+03,8.296215824732935396e-01
6.394000000000000000e+03,2.583137183897640243e-01
6.395000000000000000e+03,8.074114309855754401e-01
6.395000000000000000e+03,1.540829259460438083e-01
6.395000000000000000e+03,8.049369304122155899e-01
6.396000000000000000e+03,5.163256684169231781e-01
6.396000000000000000e+03,1.109904037660691678e-01
6.396000000000000000e+03,9.458627557486872783e-01
6.397000000000000000e+03,3.951354939948095724e-01
6.397000000000000000e+03,2.109360854608002822e-01
6.397000000000000000e+03,5.637636550184078610e-01
6.398000000000000000e+03,3.038203874705776020e-01
6.398000000000000000e+03,4.213893415414328159e-01
6.398000000000000000e+03,7.844770354276057178e-01
6.399000000000000000e+03,2.010984368398817113e-01
6.399000000000000000e+03,4.124569980083288012e-01
6.399000000000000000e+03,6.096927998068683019e-01
6.400000000000000000e+03,3.082262055646086130e-01
6.400000000000000000e+03,5.547106041402619647e-01
6.400000000000000000e+03,4.165610477397549416e-01
6.401000000000000000e+03,1.233025529603476306e-01
6.401000000000000000e+03,3.119681332609089419e-01
6.401000000000000000e+03,4.244070251674814664e-01
6.402000000000000000e+03,1.882431045929144897e-01
6.402000000000000000e+03,6.697447039652363321e-01
6.402000000000000000e+03,5.398032470275816452e-01
6.403000000000000000e+03,6.791598768785080953e-01
6.403000000000000000e+03,4.968917858651699104e-01
6.403000000000000000e+03,6.407145874826483123e-01
6.404000000000000000e+03,1.972961554710604137e-01
6.404000000000000000e+03,2.914478846037781290e-01
6.404000000000000000e+03,6.215824732934999153e-01
6.405000000000000000e+03,5.691351318727744246e-01
6.405000000000000000e+03,2.675478302854728541e-01
6.405000000000000000e+03,9.387410223912124874e-01
6.406000000000000000e+03,6.407145874826483123e-01
6.406000000000000000e+03,4.179491822077373575e-01
6.406000000000000000e+03,3.300138813446798491e-01
6.407000000000000000e+03,4.854245880861850493e-01
6.407000000000000000e+03,3.938680668718691491e-01
6.407000000000000000e+03,3.593457661898726285e-01
6.408000000000000000e+03,8.002896976281006491e-01
6.408000000000000000e+03,1.534793892208340949e-01
6.408000000000000000e+03,6.806687186915323373e-01
6.409000000000000000e+03,3.988774216911099013e-01
6.409000000000000000e+03,4.584464964693101829e-01
6.409000000000000000e+03,6.329289637274427838e-01
6.410000000000000000e+03,7.203210815378116028e-01
6.410000000000000000e+03,2.960347637153720735e-01
6.410000000000000000e+03,8.247329349990947245e-01
6.411000000000000000e+03,7.115094453497495808e-01
6.411000000000000000e+03,1.078520127949785801e-01
6.411000000000000000e+03,8.769992154022572262e-01
6.412000000000000000e+03,4.845192829983704375e-01
6.412000000000000000e+03,3.082262055646086130e-01
6.412000000000000000e+03,8.479690989196693174e-01
6.413000000000000000e+03,4.058784477035427551e-01
6.413000000000000000e+03,3.545174723881948098e-01
6.413000000000000000e+03,3.568712656165127783e-01
6.414000000000000000e+03,5.921298811032651432e-01
6.414000000000000000e+03,2.295250165972599343e-01
6.414000000000000000e+03,7.945560987386082186e-01
6.415000000000000000e+03,7.564729313778743025e-01
6.415000000000000000e+03,5.038324582050818234e-01
6.415000000000000000e+03,5.725752912064698830e-01
6.416000000000000000e+03,4.544631540829259242e-01
6.416000000000000000e+03,4.032228861126199715e-01
6.416000000000000000e+03,7.268392781700766525e-01
6.417000000000000000e+03,4.648439857565332956e-01
6.417000000000000000e+03,5.134890458084374609e-01
6.417000000000000000e+03,8.296215824732935396e-01
6.418000000000000000e+03,1.783451022994749224e-01
6.418000000000000000e+03,5.417949182207737469e-01
6.418000000000000000e+03,4.945379926368519419e-01
6.419000000000000000e+03,2.610296336532078043e-01
6.419000000000000000e+03,7.970305993119681798e-01
6.419000000000000000e+03,6.474138451324763510e-01
6.420000000000000000e+03,2.510712776872472962e-01
6.420000000000000000e+03,8.978815860945138505e-01
6.420000000000000000e+03,5.225420966865833572e-01
6.421000000000000000e+03,1.246303337558090363e-01
6.421000000000000000e+03,6.085460800289698158e-01
6.421000000000000000e+03,4.457722252399058394e-01
6.422000000000000000e+03,2.786529060293319038e-01
6.422000000000000000e+03,4.632144365984670054e-01
6.422000000000000000e+03,4.471603597078881998e-01
6.423000000000000000e+03,5.691351318727744246e-01
6.423000000000000000e+03,2.503470336169956179e-01
6.423000000000000000e+03,7.215885086607519705e-01
6.424000000000000000e+03,9.255235681091193989e-01
6.424000000000000000e+03,7.556279799625807703e-02
6.424000000000000000e+03,8.745247148288973760e-01
6.425000000000000000e+03,7.654052749109783171e-01
6.425000000000000000e+03,8.354758887078278518e-01
6.425000000000000000e+03,1.381495564005069676e-01
6.426000000000000000e+03,1.259581145512704559e-01
6.426000000000000000e+03,1.961494356931619276e-01
6.426000000000000000e+03,8.200253485424587874e-01
6.427000000000000000e+03,7.483251855875430181e-01
6.427000000000000000e+03,1.331402015812662154e-01
6.427000000000000000e+03,5.119802039954131079e-01
6.428000000000000000e+03,9.776691411672400189e-01
6.428000000000000000e+03,5.848270867282274327e-02
6.428000000000000000e+03,7.824853642344136162e-01
6.429000000000000000e+03,3.970064578429597368e-01
6.429000000000000000e+03,1.396583982135312929e-01
6.429000000000000000e+03,9.719958959502685847e-01
6.430000000000000000e+03,4.737159756171163139e-01
6.430000000000000000e+03,2.814895286378176209e-01
6.430000000000000000e+03,4.432977246665459337e-01
6.431000000000000000e+03,1.961494356931619276e-01
6.431000000000000000e+03,5.676866437322710679e-01
6.431000000000000000e+03,6.031142495020822558e-01
6.432000000000000000e+03,2.590983161325366435e-01
6.432000000000000000e+03,9.160480415233266394e-01
6.432000000000000000e+03,7.419276963003198500e-01
6.433000000000000000e+03,2.173939284205443911e-01
6.433000000000000000e+03,7.290120103808316321e-01
6.433000000000000000e+03,6.014243466714949138e-01
6.434000000000000000e+03,2.814895286378176209e-01
6.434000000000000000e+03,3.747359526827207521e-01
6.434000000000000000e+03,5.770414629730219458e-01
6.435000000000000000e+03,3.522240328323978376e-01
6.435000000000000000e+03,3.988774216911099013e-01
6.435000000000000000e+03,1.846218842416560979e-01
6.436000000000000000e+03,2.080391091797935965e-01
6.436000000000000000e+03,2.533043635705232721e-01
6.436000000000000000e+03,4.165610477397549416e-01
6.437000000000000000e+03,1.340455066690808272e-01
6.437000000000000000e+03,4.327358319753756843e-01
6.437000000000000000e+03,6.125897760878749043e-01
6.438000000000000000e+03,2.395437262357414387e-01
6.438000000000000000e+03,1.381495564005069676e-01
6.438000000000000000e+03,6.111412879473715476e-01
6.439000000000000000e+03,3.729253425070915839e-01
6.439000000000000000e+03,3.970064578429597368e-01
6.439000000000000000e+03,9.663830044058181468e-01
6.440000000000000000e+03,2.304303216850745462e-01
6.440000000000000000e+03,7.982980264349085475e-01
6.440000000000000000e+03,6.031142495020822558e-01
6.441000000000000000e+03,4.737159756171163139e-01
6.441000000000000000e+03,3.603717786227291775e-01
6.441000000000000000e+03,3.165550123725028864e-01
6.442000000000000000e+03,2.928963727442814857e-01
6.442000000000000000e+03,2.083408775423984671e-01
6.442000000000000000e+03,4.951415293620616831e-01
6.443000000000000000e+03,6.307562315166878042e-01
6.443000000000000000e+03,2.759973444384090646e-01
6.443000000000000000e+03,8.893717182690566991e-01
6.444000000000000000e+03,6.839278170076649177e-01
6.444000000000000000e+03,2.160661476250829993e-01
6.444000000000000000e+03,9.057275635222403753e-01
6.445000000000000000e+03,6.962399662019433944e-01
6.445000000000000000e+03,2.947673365924316502e-01
6.445000000000000000e+03,5.538052990524473529e-01
6.446000000000000000e+03,8.099462852314563699e-02
6.446000000000000000e+03,3.233749773673728067e-01
6.446000000000000000e+03,3.736495865773432068e-01
6.447000000000000000e+03,9.549158066268332856e-01
6.447000000000000000e+03,2.225239905848270805e-01
6.447000000000000000e+03,4.661114128794737188e-01
6.448000000000000000e+03,8.593155893536121859e-01
6.448000000000000000e+03,1.813627859255235730e-01
6.448000000000000000e+03,9.540708552115396701e-01
6.449000000000000000e+03,7.993843925402860373e-01
6.449000000000000000e+03,1.488321564367191818e-01
6.449000000000000000e+03,9.692799806868247492e-01
6.450000000000000000e+03,6.962399662019433944e-01
6.450000000000000000e+03,1.349508117568954113e-01
6.450000000000000000e+03,8.463999034341239680e-01
6.451000000000000000e+03,3.373770293922385144e-01
6.451000000000000000e+03,4.484881405033496193e-01
6.451000000000000000e+03,3.747359526827207521e-01
6.452000000000000000e+03,7.513428692135916132e-01
6.452000000000000000e+03,1.184139054861488294e-01
6.452000000000000000e+03,4.977970909529844667e-01
6.453000000000000000e+03,8.429597441004285097e-01
6.453000000000000000e+03,7.835717303397912170e-01
6.453000000000000000e+03,7.073450419458024441e-02
6.454000000000000000e+03,6.031142495020822558e-01
6.454000000000000000e+03,6.317822439495442977e-01
6.454000000000000000e+03,4.454101032047800418e-02
6.455000000000000000e+03,5.119802039954131079e-01
6.455000000000000000e+03,2.474500573359889044e-02
6.455000000000000000e+03,1.291568591948820122e-01
6.456000000000000000e+03,9.019252821534190501e-01
6.456000000000000000e+03,8.649888345705836201e-01
6.456000000000000000e+03,8.319753757016113971e-01
6.457000000000000000e+03,2.102118413905486038e-01
6.457000000000000000e+03,4.544631540829259242e-01
6.457000000000000000e+03,2.214979781519705454e-02
6.458000000000000000e+03,2.173939284205443911e-01
6.458000000000000000e+03,1.086366105377512123e-03
6.458000000000000000e+03,4.170438771199227318e-02
6.459000000000000000e+03,1.233025529603476306e-01
6.459000000000000000e+03,1.281308467620254632e-01
6.459000000000000000e+03,7.785623755205504232e-03
6.460000000000000000e+03,7.871929506910495533e-01
6.460000000000000000e+03,7.494719053654415042e-01
6.460000000000000000e+03,9.143581386927394083e-01
6.461000000000000000e+03,4.070855211539622376e-01
6.461000000000000000e+03,9.173758223187880242e-03
6.461000000000000000e+03,5.136097531534793842e-02
6.462000000000000000e+03,5.253787192950690743e-01
6.462000000000000000e+03,6.905063673124509638e-01
6.462000000000000000e+03,9.258253364717243528e-02
6.463000000000000000e+03,1.495564005069708602e-01
6.463000000000000000e+03,8.751282515541070756e-03
6.463000000000000000e+03,1.210091134045506722e-01
6.464000000000000000e+03,4.244070251674814664e-01
6.464000000000000000e+03,9.777294948397609320e-03
6.464000000000000000e+03,1.155169292051421298e-01
6.465000000000000000e+03,5.390186492848090261e-01
6.465000000000000000e+03,1.942181181724907946e-01
6.465000000000000000e+03,7.513428692135916132e-01
6.466000000000000000e+03,8.161627135011165768e-01
6.466000000000000000e+03,8.721105679280584111e-01
6.466000000000000000e+03,1.882431045929144897e-01
6.467000000000000000e+03,9.931196813326090833e-01
6.467000000000000000e+03,9.553986360070010342e-02
6.467000000000000000e+03,4.484881405033496193e-01
6.468000000000000000e+03,9.763413603717786549e-01
6.468000000000000000e+03,8.823706922566237898e-02
6.468000000000000000e+03,7.404188544872954969e-01
6.469000000000000000e+03,8.266642525197658298e-01
6.469000000000000000e+03,5.921298811032651432e-01
6.469000000000000000e+03,1.634980988593155993e-01
6.470000000000000000e+03,2.654958054197598116e-01
6.470000000000000000e+03,3.767276238759128537e-01
6.470000000000000000e+03,7.404188544872954969e-01
6.471000000000000000e+03,2.960347637153720735e-01
6.471000000000000000e+03,5.082986299716337752e-01
6.471000000000000000e+03,7.928661959080209876e-01
6.472000000000000000e+03,2.786529060293319038e-01
6.472000000000000000e+03,7.996861609028908802e-02
6.472000000000000000e+03,6.806687186915323373e-01
6.473000000000000000e+03,4.032228861126199715e-01
6.473000000000000000e+03,2.543907296759007619e-01
6.473000000000000000e+03,9.470094755265857644e-01
6.474000000000000000e+03,7.229162894562134456e-01
6.474000000000000000e+03,1.972961554710604137e-01
6.474000000000000000e+03,9.238940189510531642e-01
6.475000000000000000e+03,7.792262659182811468e-01
6.475000000000000000e+03,2.160661476250829993e-01
6.475000000000000000e+03,8.745247148288973760e-01
6.476000000000000000e+03,8.782062888526767086e-01
6.476000000000000000e+03,3.524654475224817118e-02
6.476000000000000000e+03,4.932102118413905223e-01
6.477000000000000000e+03,5.862152211962098347e-01
6.477000000000000000e+03,5.538052990524473529e-01
6.477000000000000000e+03,8.756110809342748658e-01
6.478000000000000000e+03,2.759973444384090646e-01
6.478000000000000000e+03,5.993119681332609305e-02
6.478000000000000000e+03,2.883698473052085376e-01
6.479000000000000000e+03,3.610960226929808559e-01
6.479000000000000000e+03,9.053050878145934427e-03
6.479000000000000000e+03,1.299414569376546591e-01
6.480000000000000000e+03,6.734262779890156647e-01
6.480000000000000000e+03,6.378779648741625952e-01
6.480000000000000000e+03,7.899088659544932778e-01
6.481000000000000000e+03,8.034884422717122332e-01
6.481000000000000000e+03,6.829018045748084242e-01
6.481000000000000000e+03,3.180035005130062431e-01
6.482000000000000000e+03,9.692799806868247492e-01
6.482000000000000000e+03,1.075502444323737095e-01
6.482000000000000000e+03,5.240509384996077102e-01
6.483000000000000000e+03,9.763413603717786549e-01
6.483000000000000000e+03,8.666787374011708511e-02
6.483000000000000000e+03,7.404188544872954969e-01
6.484000000000000000e+03,7.268392781700766525e-01
6.484000000000000000e+03,6.085460800289698158e-01
6.484000000000000000e+03,1.793711147323314714e-01
6.485000000000000000e+03,4.432977246665459337e-01
6.485000000000000000e+03,3.030357897278049273e-01
6.485000000000000000e+03,9.919729615547105972e-01
6.486000000000000000e+03,5.547106041402619647e-01
6.486000000000000000e+03,3.824612227654052843e-01
6.486000000000000000e+03,9.560625264047317717e-01
6.487000000000000000e+03,7.185708250347033754e-01
6.487000000000000000e+03,4.688273281429174988e-01
6.487000000000000000e+03,1.612650129760395956e-01
6.488000000000000000e+03,4.179491822077373575e-01
6.488000000000000000e+03,3.508962520369364735e-01
6.488000000000000000e+03,3.038203874705776020e-01
6.489000000000000000e+03,6.977488080149677474e-01
6.489000000000000000e+03,1.436417405999154961e-01
6.489000000000000000e+03,6.125897760878749043e-01
6.490000000000000000e+03,3.386444565151789377e-01
6.490000000000000000e+03,3.851167843563280679e-01
6.490000000000000000e+03,5.770414629730219458e-01
6.491000000000000000e+03,5.240509384996077102e-01
6.491000000000000000e+03,3.061138270263745742e-01
6.491000000000000000e+03,9.331884845192830458e-01
6.492000000000000000e+03,7.404188544872954969e-01
6.492000000000000000e+03,1.367614219325246072e-01
6.492000000000000000e+03,9.704267004647232353e-01
6.493000000000000000e+03,5.435451747238819742e-01
6.493000000000000000e+03,3.535518136278592571e-01
6.493000000000000000e+03,2.137727080692860271e-01
6.494000000000000000e+03,8.309493632687549036e-01
6.494000000000000000e+03,1.469008389160480488e-01
6.494000000000000000e+03,8.266642525197658298e-01
6.495000000000000000e+03,2.841450902287404046e-01
6.495000000000000000e+03,2.675478302854728541e-01
6.495000000000000000e+03,5.968978212324219657e-01
6.496000000000000000e+03,8.769992154022572262e-01
6.496000000000000000e+03,1.199831009716941232e-01
6.496000000000000000e+03,8.283541553503530608e-01
6.497000000000000000e+03,4.368398817068018802e-01
6.497000000000000000e+03,3.038203874705776020e-01
6.497000000000000000e+03,2.380952380952380820e-01
6.498000000000000000e+03,7.957028185165067047e-01
6.498000000000000000e+03,1.291568591948820122e-01
6.498000000000000000e+03,6.722192045385961823e-01
6.499000000000000000e+03,1.689902830587241278e-01
6.499000000000000000e+03,2.654958054197598116e-01
6.499000000000000000e+03,5.054016536906270618e-01
6.500000000000000000e+03,6.603295310519644579e-01
6.500000000000000000e+03,2.225239905848270805e-01
6.500000000000000000e+03,8.118172490796065066e-01
6.501000000000000000e+03,8.990886595449333329e-01
6.501000000000000000e+03,1.205866376969038506e-01
6.501000000000000000e+03,6.839278170076649177e-01
6.502000000000000000e+03,7.993843925402860373e-01
6.502000000000000000e+03,8.214134830104412310e-02
6.502000000000000000e+03,9.004164403403946970e-01
6.503000000000000000e+03,6.503108214134830645e-01
6.503000000000000000e+03,2.727985997947975083e-02
6.503000000000000000e+03,5.603234956847124026e-01
6.504000000000000000e+03,3.660450238397006673e-01
6.504000000000000000e+03,2.642283782968193884e-01
6.504000000000000000e+03,8.020399541312088765e-01
6.505000000000000000e+03,9.272134709397066299e-01
6.505000000000000000e+03,5.968978212324219657e-01
6.505000000000000000e+03,3.274186734262780063e-01
6.506000000000000000e+03,8.034884422717122332e-01
6.506000000000000000e+03,5.878447703542760694e-02
6.506000000000000000e+03,3.421449695213953923e-01
6.507000000000000000e+03,7.564729313778743025e-01
6.507000000000000000e+03,4.906753575955096619e-02
6.507000000000000000e+03,4.471603597078881998e-01
6.508000000000000000e+03,6.951536000965659046e-01
6.508000000000000000e+03,8.508057215281550345e-01
6.508000000000000000e+03,4.749834027400567232e-02
6.509000000000000000e+03,5.289395859738065253e-01
6.509000000000000000e+03,6.940672339911883870e-02
6.509000000000000000e+03,2.626591828112740390e-01
6.510000000000000000e+03,6.747540587844770288e-01
6.510000000000000000e+03,6.806687186915323373e-01
6.510000000000000000e+03,8.283541553503530608e-01
6.511000000000000000e+03,1.668779045204900613e-01
6.511000000000000000e+03,2.794375037721045368e-02
6.511000000000000000e+03,1.219747721648862387e-01
