# position,p_value_coverage
6.188000000000000000e+03,9.321062160531080609e-01
6.189000000000000000e+03,9.044659022329510911e-01
6.190000000000000000e+03,6.077851538925769237e-01
6.191000000000000000e+03,9.361496680748340182e-01
6.192000000000000000e+03,8.922751961375980922e-01
6.193000000000000000e+03,7.289680144840072762e-01
6.194000000000000000e+03,4.671695835847917699e-01
6.195000000000000000e+03,2.477368738684369298e-01
6.196000000000000000e+03,2.465298732649366387e-01
6.197000000000000000e+03,1.945684972842486316e-01
6.198000000000000000e+03,2.312009656004828106e-01
6.199000000000000000e+03,2.806276403138201481e-01
6.200000000000000000e+03,2.844900422450211130e-01
6.201000000000000000e+03,4.978877489438744974e-01
6.202000000000000000e+03,7.665057332528666389e-01
6.203000000000000000e+03,9.085093542546771594e-01
6.204000000000000000e+03,8.828002414001206999e-01
6.205000000000000000e+03,4.749547374773687158e-01
6.206000000000000000e+03,7.016294508147253861e-01
6.207000000000000000e+03,5.375980687990343787e-01
6.208000000000000000e+03,4.851538925769462995e-01
6.209000000000000000e+03,5.611949305974652802e-01
6.210000000000000000e+03,5.036210018105009567e-01
6.211000000000000000e+03,2.899818949909475085e-01
6.212000000000000000e+03,6.295715147857573468e-01
6.213000000000000000e+03,7.791792395896197654e-01
6.214000000000000000e+03,8.804465902232950780e-01
6.215000000000000000e+03,8.721786360893180046e-01
6.216000000000000000e+03,7.718768859384429470e-01
6.217000000000000000e+03,7.631864815932407620e-01
6.218000000000000000e+03,5.493059746529873610e-01
6.219000000000000000e+03,4.137598068799034357e-01
6.220000000000000000e+03,3.729631864815932674e-01
6.221000000000000000e+03,4.531683765841882927e-01
6.222000000000000000e+03,2.706095353047676677e-01
6.223000000000000000e+03,3.282438141219070626e-01
6.224000000000000000e+03,5.073023536511768183e-01
6.225000000000000000e+03,7.017501508750754180e-01
6.226000000000000000e+03,7.191309595654797882e-01
6.227000000000000000e+03,8.516596258298129163e-01
6.228000000000000000e+03,7.666867833433916868e-01
6.229000000000000000e+03,6.608328304164151623e-01
6.230000000000000000e+03,4.032589016294508277e-01
6.231000000000000000e+03,3.242003621001810498e-01
6.232000000000000000e+03,3.558841279420639769e-01
6.233000000000000000e+03,3.094146047073023653e-01
6.234000000000000000e+03,3.465298732649366165e-01
6.235000000000000000e+03,6.438141219070609989e-01
6.236000000000000000e+03,7.522631261315630979e-01
6.237000000000000000e+03,9.503319251659625433e-01
6.238000000000000000e+03,7.370549185274593018e-01
6.239000000000000000e+03,2.475558237779118820e-01
6.240000000000000000e+03,3.190102595051297341e-01
6.241000000000000000e+03,2.632468316234158334e-01
6.242000000000000000e+03,2.832226916113457782e-01
6.243000000000000000e+03,2.557634278817139672e-01
6.244000000000000000e+03,6.194327097163548901e-01
6.245000000000000000e+03,5.806879903439952084e-01
6.246000000000000000e+03,5.282438141219070182e-01
6.247000000000000000e+03,5.505733252866626959e-01
6.248000000000000000e+03,4.579360289680144969e-01
6.249000000000000000e+03,2.659022329511164795e-01
6.250000000000000000e+03,5.071213035606517705e-01
6.251000000000000000e+03,5.053711526855763081e-01
6.252000000000000000e+03,5.372963186481592990e-01
6.253000000000000000e+03,3.708509354254677093e-01
6.254000000000000000e+03,2.251056125528062835e-01
6.255000000000000000e+03,4.224502112251055791e-02
6.256000000000000000e+03,2.365721182860591396e-02
6.257000000000000000e+03,4.767652383826192011e-03
6.258000000000000000e+03,4.888352444176222167e-03
6.259000000000000000e+03,1.840675920337960306e-02
6.260000000000000000e+03,1.894990947495473615e-02
6.261000000000000000e+03,2.148461074230537116e-02
6.262000000000000000e+03,3.934821967410983418e-02
6.263000000000000000e+03,3.765841882920941547e-02
6.264000000000000000e+03,1.520820760410380133e-02
6.265000000000000000e+03,2.715751357875679020e-02
6.266000000000000000e+03,6.541943270971635471e-02
6.267000000000000000e+03,4.520217260108629759e-02
6.268000000000000000e+03,7.640313820156910407e-02
6.269000000000000000e+03,1.255280627640313895e-01
6.270000000000000000e+03,8.696439348219674181e-02
6.271000000000000000e+03,1.410380205190102654e-01
6.272000000000000000e+03,3.878092939046469678e-01
6.273000000000000000e+03,3.590826795413397665e-01
6.274000000000000000e+03,2.667471333735667027e-01
6.275000000000000000e+03,2.541339770669885367e-01
6.276000000000000000e+03,6.650573325286662785e-02
6.277000000000000000e+03,1.967410983705491709e-02
6.278000000000000000e+03,2.691611345805672989e-02
6.279000000000000000e+03,5.353047676523838005e-02
6.280000000000000000e+03,1.132166566083283032e-01
6.281000000000000000e+03,4.139408569704284835e-01
6.282000000000000000e+03,5.426071213035607022e-01
6.283000000000000000e+03,5.891369945684973297e-01
6.284000000000000000e+03,5.553409776704888445e-01
6.285000000000000000e+03,3.842486421243210826e-01
6.286000000000000000e+03,5.526252263126131270e-01
6.287000000000000000e+03,8.856366928183464493e-01
6.288000000000000000e+03,8.936632468316234590e-01
6.289000000000000000e+03,5.159324079662039875e-01
6.290000000000000000e+03,2.485214242607121371e-01
6.291000000000000000e+03,1.637899818949909436e-01
6.292000000000000000e+03,1.779118889559444805e-01
6.293000000000000000e+03,3.313820156910078363e-01
6.294000000000000000e+03,3.508750754375377090e-01
6.295000000000000000e+03,4.304767652383826304e-01
6.296000000000000000e+03,6.769462884731441976e-01
6.297000000000000000e+03,9.308992154496077420e-01
6.298000000000000000e+03,9.587205793602896486e-01
6.299000000000000000e+03,7.817139408569704351e-01
6.300000000000000000e+03,3.153289076644538169e-01
6.301000000000000000e+03,2.167169583584791781e-01
6.302000000000000000e+03,1.124924562462281258e-01
6.303000000000000000e+03,2.896801448400724080e-02
6.304000000000000000e+03,1.864815932407966337e-02
6.305000000000000000e+03,4.471937235968617697e-02
6.306000000000000000e+03,3.242003621001810498e-01
6.307000000000000000e+03,7.433916716958358650e-01
6.308000000000000000e+03,8.328907664453831794e-01
6.309000000000000000e+03,6.217260108630053850e-01
6.310000000000000000e+03,3.728424864212432355e-01
6.311000000000000000e+03,3.794809897404948784e-01
6.312000000000000000e+03,4.232347616173808280e-01
6.313000000000000000e+03,2.761617380808690236e-01
6.314000000000000000e+03,1.732649366324683082e-01
6.315000000000000000e+03,1.277610138805069517e-01
6.316000000000000000e+03,1.365721182860591409e-01
6.317000000000000000e+03,2.308992154496077309e-01
6.318000000000000000e+03,5.627640313820156948e-01
6.319000000000000000e+03,9.923958961979481019e-01
6.320000000000000000e+03,5.100181050090525359e-01
6.321000000000000000e+03,7.923958961979481186e-02
6.322000000000000000e+03,4.701267350633675512e-02
6.323000000000000000e+03,1.410380205190102654e-01
6.324000000000000000e+03,2.249245624622812356e-01
6.325000000000000000e+03,7.840675920337960569e-01
6.326000000000000000e+03,9.283645141822570723e-01
6.327000000000000000e+03,8.371152685576342956e-01
6.328000000000000000e+03,7.855159927579963286e-01
6.329000000000000000e+03,6.423053711526856002e-01
6.330000000000000000e+03,1.729028364514182126e-01
6.331000000000000000e+03,2.078455039227519729e-01
6.332000000000000000e+03,3.593240796620398303e-01
6.333000000000000000e+03,3.290887145443572859e-01
6.334000000000000000e+03,7.821363910681955467e-01
6.335000000000000000e+03,7.382015691007846048e-01
6.336000000000000000e+03,5.177429088714544658e-01
6.337000000000000000e+03,3.651780325890163215e-01
6.338000000000000000e+03,1.385033192516596234e-01
6.339000000000000000e+03,1.467712733856366969e-01
6.340000000000000000e+03,1.838261919130959599e-01
6.341000000000000000e+03,2.407362703681351912e-01
6.342000000000000000e+03,4.088111044055521837e-01
6.343000000000000000e+03,6.365117682558841805e-01
6.344000000000000000e+03,6.873264936632468292e-01
6.345000000000000000e+03,9.353651176825588109e-01
6.346000000000000000e+03,9.208207604103801902e-01
6.347000000000000000e+03,7.266747133373566703e-01
6.348000000000000000e+03,7.884731442365721099e-01
6.349000000000000000e+03,6.350030175015087819e-01
6.350000000000000000e+03,5.462884731442365638e-01
6.351000000000000000e+03,6.178032589016294596e-01
6.352000000000000000e+03,6.741701870850935752e-01
6.353000000000000000e+03,4.222691611345805729e-01
6.354000000000000000e+03,3.904043452021725980e-01
6.355000000000000000e+03,3.365117682558841361e-01
6.356000000000000000e+03,3.088714544357272218e-01
6.357000000000000000e+03,4.165359082679541136e-01
6.358000000000000000e+03,7.066385033192517096e-01
6.359000000000000000e+03,9.894990947495473366e-01
6.360000000000000000e+03,4.350633675316837867e-01
6.361000000000000000e+03,2.772480386240193106e-01
6.362000000000000000e+03,1.210621605310802651e-01
6.363000000000000000e+03,2.528666264333132019e-02
6.364000000000000000e+03,8.388654194327096678e-03
6.365000000000000000e+03,1.363910681955340931e-02
6.366000000000000000e+03,1.780325890162945054e-02
6.367000000000000000e+03,1.260108630054314893e-01
6.368000000000000000e+03,5.238986119493059812e-01
6.369000000000000000e+03,8.843693421846711145e-01
6.370000000000000000e+03,7.803862401931200843e-01
6.371000000000000000e+03,5.896197948098974573e-01
6.372000000000000000e+03,6.821363910681955689e-01
6.373000000000000000e+03,6.801448400724200427e-01
6.374000000000000000e+03,9.211828605914302859e-01
6.375000000000000000e+03,9.823777911888955661e-01
6.376000000000000000e+03,9.595654797827398719e-01
6.377000000000000000e+03,9.246831623415812107e-01
6.378000000000000000e+03,5.752564876282437734e-01
6.379000000000000000e+03,3.522631261315630757e-01
6.380000000000000000e+03,1.527459263729631922e-01
6.381000000000000000e+03,3.083886541943271081e-02
6.382000000000000000e+03,8.630054315027156989e-03
6.383000000000000000e+03,1.152685576342788246e-02
6.384000000000000000e+03,4.236572118286058980e-02
6.385000000000000000e+03,3.162945081472540720e-01
6.386000000000000000e+03,7.723596861798430746e-01
6.387000000000000000e+03,8.312613156306578599e-01
6.388000000000000000e+03,6.703681351840675706e-01
6.389000000000000000e+03,5.628847314423657267e-01
6.390000000000000000e+03,7.042848521424260877e-01
6.391000000000000000e+03,9.205793602896801264e-01
6.392000000000000000e+03,8.519010259505129801e-01
6.393000000000000000e+03,8.382619191309595985e-01
6.394000000000000000e+03,9.875075437537719214e-01
6.395000000000000000e+03,7.710923355461677398e-01
6.396000000000000000e+03,6.221484610742304966e-01
6.397000000000000000e+03,5.151478575739287802e-01
6.398000000000000000e+03,3.031382015691007625e-01
6.399000000000000000e+03,2.370549185274592741e-01
6.400000000000000000e+03,2.162945081472540665e-01
6.401000000000000000e+03,1.720579360289680171e-01
6.402000000000000000e+03,2.107423053711526828e-01
6.403000000000000000e+03,2.915509957754978676e-01
6.404000000000000000e+03,3.606517803258901811e-01
6.405000000000000000e+03,4.919130959565479744e-01
6.406000000000000000e+03,7.407362703681351634e-01
6.407000000000000000e+03,7.993964996982498850e-01
6.408000000000000000e+03,6.289680144840071874e-01
6.409000000000000000e+03,6.988533494266747637e-01
6.410000000000000000e+03,6.014484007242003605e-01
6.411000000000000000e+03,5.641520820760410615e-01
6.412000000000000000e+03,6.914906457453228183e-01
6.413000000000000000e+03,7.942063971031985137e-01
6.414000000000000000e+03,6.638503319251659596e-01
6.415000000000000000e+03,7.241400120700060006e-01
6.416000000000000000e+03,5.984912492456245792e-01
6.417000000000000000e+03,4.450814725407362671e-01
6.418000000000000000e+03,3.320458660229330117e-01
6.419000000000000000e+03,2.313216656608328425e-01
6.420000000000000000e+03,1.904043452021726146e-01
6.421000000000000000e+03,2.001810500905250589e-01
6.422000000000000000e+03,3.247435123717561933e-01
6.423000000000000000e+03,4.819553409776705100e-01
6.424000000000000000e+03,7.192516596258298200e-01
6.425000000000000000e+03,9.627036813518407010e-01
6.426000000000000000e+03,6.506940253470127056e-01
6.427000000000000000e+03,9.438141219070609322e-01
6.428000000000000000e+03,8.307785153892577323e-01
6.429000000000000000e+03,6.922751961375980256e-01
6.430000000000000000e+03,4.679541339770669772e-01
6.431000000000000000e+03,2.257694628847314311e-01
6.432000000000000000e+03,1.695835847917923911e-01
6.433000000000000000e+03,1.689800844900422316e-01
6.434000000000000000e+03,1.850935425467712669e-01
6.435000000000000000e+03,1.840675920337960236e-01
6.436000000000000000e+03,2.691611345805672850e-01
6.437000000000000000e+03,3.635485817742908909e-01
6.438000000000000000e+03,4.247435123717561711e-01
6.439000000000000000e+03,2.939046469523234895e-01
6.440000000000000000e+03,3.169583584791792474e-01
6.441000000000000000e+03,2.903439951719976042e-01
6.442000000000000000e+03,4.222088111044055569e-01
6.443000000000000000e+03,5.924562462281230957e-01
6.444000000000000000e+03,7.865419432709715997e-01
6.445000000000000000e+03,9.570911285455642181e-01
6.446000000000000000e+03,7.108630054315027147e-01
6.447000000000000000e+03,8.974652987326493525e-01
6.448000000000000000e+03,6.505129752564876577e-01
6.449000000000000000e+03,5.726010863005431828e-01
6.450000000000000000e+03,5.948098974049487175e-01
6.451000000000000000e+03,6.258298129149064692e-01
6.452000000000000000e+03,8.869643934821966891e-01
6.453000000000000000e+03,6.593240796620398747e-01
6.454000000000000000e+03,4.332528666264333084e-01
6.455000000000000000e+03,3.173204586602293431e-01
6.456000000000000000e+03,9.553409776704888112e-02
6.457000000000000000e+03,1.082679541339770651e-01
6.458000000000000000e+03,1.600482800241400105e-01
6.459000000000000000e+03,1.404345202172601059e-01
6.460000000000000000e+03,1.292697646348823226e-01
6.461000000000000000e+03,2.878696439348219505e-01
6.462000000000000000e+03,2.321062160531080221e-01
6.463000000000000000e+03,2.850935425467712725e-01
6.464000000000000000e+03,2.977066988533494385e-01
6.465000000000000000e+03,2.661436330718165433e-01
6.466000000000000000e+03,6.091732045866022904e-01
6.467000000000000000e+03,9.319855159927580290e-01
6.468000000000000000e+03,7.382619191309596207e-01
6.469000000000000000e+03,5.522631261315630313e-01
6.470000000000000000e+03,2.918527459263729473e-01
6.471000000000000000e+03,3.038020519010259379e-01
6.472000000000000000e+03,4.211828605914302859e-01
6.473000000000000000e+03,4.975859987929994177e-01
6.474000000000000000e+03,6.190102595051297785e-01
6.475000000000000000e+03,7.836451418225709453e-01
6.476000000000000000e+03,9.588412794206396805e-01
6.477000000000000000e+03,5.070006035003017386e-01
6.478000000000000000e+03,5.294508147254073371e-01
6.479000000000000000e+03,4.718165359082679422e-01
6.480000000000000000e+03,2.950512975256487369e-01
6.481000000000000000e+03,6.595654797827399385e-01
6.482000000000000000e+03,8.766445383222691845e-01
6.483000000000000000e+03,7.233554616777307933e-01
6.484000000000000000e+03,6.307785153892576657e-01
6.485000000000000000e+03,4.424864212432106370e-01
6.486000000000000000e+03,5.470730235365117711e-01
6.487000000000000000e+03,7.521424260712130661e-01
6.488000000000000000e+03,8.350633675316837534e-01
6.489000000000000000e+03,6.523234761617381361e-01
6.490000000000000000e+03,5.756789378394688850e-01
6.491000000000000000e+03,4.621605310802655575e-01
6.492000000000000000e+03,4.289076644538322158e-01
6.493000000000000000e+03,5.756185878092938690e-01
6.494000000000000000e+03,6.377791188895594043e-01
6.495000000000000000e+03,9.270971635485817375e-01
6.496000000000000000e+03,9.741701870850935085e-01
6.497000000000000000e+03,9.601689800844900313e-01
6.498000000000000000e+03,8.093542546771272939e-01
6.499000000000000000e+03,7.717561858780929152e-01
6.500000000000000000e+03,6.744115872057936389e-01
6.501000000000000000e+03,7.847917923958962483e-01
6.502000000000000000e+03,9.490042245021123035e-01
6.503000000000000000e+03,7.876885938442969026e-01
6.504000000000000000e+03,4.628243814121907329e-01
6.505000000000000000e+03,6.829209414604707762e-01
6.506000000000000000e+03,8.219674109837055154e-01
6.507000000000000000e+03,8.418829209414604442e-01
6.508000000000000000e+03,8.418829209414604442e-01
6.509000000000000000e+03,7.842486421243211048e-01
6.510000000000000000e+03,3.529873264936632671e-01
6.511000000000000000e+03,3.473144236572118237e-01
6.512000000000000000e+03,1.232347616173808114e-01
6.513000000000000000e+03,5.262522631261315476e-02
6.514000000000000000e+03,6.493663246831624103e-02
6.515000000000000000e+03,6.222088111044055819e-02
6.516000000000000000e+03,3.439951719975860300e-02
6.517000000000000000e+03,7.585998792999396056e-02
6.518000000000000000e+03,4.951116475558237640e-01
6.519000000000000000e+03,7.785153892576945900e-01
6.520000000000000000e+03,9.781532890766445609e-01
6.521000000000000000e+03,5.978877489438744197e-01
6.522000000000000000e+03,4.130959565479782603e-01
6.523000000000000000e+03,5.168376584188292266e-01
6.524000000000000000e+03,6.909474954737477859e-01
6.525000000000000000e+03,6.016898008449004243e-01
6.526000000000000000e+03,6.216053108026553531e-01
6.527000000000000000e+03,5.543753771876885894e-01
6.528000000000000000e+03,4.874471937235968499e-01
6.529000000000000000e+03,4.619794809897405097e-01
6.530000000000000000e+03,3.282438141219070626e-01
6.531000000000000000e+03,2.724200362100180906e-01
6.532000000000000000e+03,3.055522027761014003e-01
6.533000000000000000e+03,3.744115872057935945e-01
6.534000000000000000e+03,5.430899215449607187e-01
6.535000000000000000e+03,7.550392275196137204e-01
6.536000000000000000e+03,9.555220277610139146e-01
6.537000000000000000e+03,5.455642727821363724e-01
6.538000000000000000e+03,5.811707905853953360e-01
6.539000000000000000e+03,6.105612552806276572e-01
6.540000000000000000e+03,5.981894990947494994e-01
6.541000000000000000e+03,4.799637899818949838e-01
6.542000000000000000e+03,8.549788774894387933e-01
6.543000000000000000e+03,6.353047676523838616e-01
6.544000000000000000e+03,4.735063367531683887e-01
6.545000000000000000e+03,2.243814121907060921e-01
6.546000000000000000e+03,1.354254677127338657e-01
6.547000000000000000e+03,2.235365117682558966e-01
6.548000000000000000e+03,1.739891369945684996e-01
6.549000000000000000e+03,1.511768255884128054e-01
6.550000000000000000e+03,1.813518406759203339e-01
6.551000000000000000e+03,1.202172601086300557e-01
6.552000000000000000e+03,9.909474954737478025e-02
6.553000000000000000e+03,9.438744719372359204e-02
6.554000000000000000e+03,1.080869040434520173e-01
6.555000000000000000e+03,1.859384429692214902e-01
6.556000000000000000e+03,2.624622812311406261e-01
6.557000000000000000e+03,3.923958961979481241e-01
6.558000000000000000e+03,7.091128545564272523e-01
6.559000000000000000e+03,8.837658418829209550e-01
6.560000000000000000e+03,9.522631261315630535e-01
6.561000000000000000e+03,6.539529269764634556e-01
6.562000000000000000e+03,4.792395896197947924e-01
6.563000000000000000e+03,4.968617984308992264e-01
6.564000000000000000e+03,3.784550392275196073e-01
6.565000000000000000e+03,8.534097767048883787e-01
6.566000000000000000e+03,9.765841882920941464e-01
6.567000000000000000e+03,9.404948702474351663e-01
6.568000000000000000e+03,9.138805069402534675e-01
6.569000000000000000e+03,9.245021122510561629e-01
6.570000000000000000e+03,2.616777308388654188e-01
6.571000000000000000e+03,1.777308388654194327e-01
6.572000000000000000e+03,7.700663850331924964e-02
6.573000000000000000e+03,1.744115872057936181e-02
6.574000000000000000e+03,1.237175618587809355e-02
6.575000000000000000e+03,2.082076041038020617e-02
6.576000000000000000e+03,9.897404948702474489e-03
6.577000000000000000e+03,1.116475558237779199e-02
6.578000000000000000e+03,2.136391068195533927e-02
6.579000000000000000e+03,1.599275799637899648e-02
6.580000000000000000e+03,1.858780929390464742e-02
6.581000000000000000e+03,8.491249245624622743e-02
6.582000000000000000e+03,1.842486421243210715e-01
6.583000000000000000e+03,7.407362703681351634e-01
6.584000000000000000e+03,7.721786360893180268e-01
6.585000000000000000e+03,4.697646348823174556e-01
6.586000000000000000e+03,4.155703077851539140e-01
6.587000000000000000e+03,3.397103198551599257e-01
6.588000000000000000e+03,5.303560651780325763e-01
6.589000000000000000e+03,7.544960772480385769e-01
6.590000000000000000e+03,9.430899215449607409e-01
6.591000000000000000e+03,8.493059746529872944e-01
6.592000000000000000e+03,8.698249849124924937e-01
6.593000000000000000e+03,7.619191309595654271e-01
6.594000000000000000e+03,7.280024140012070211e-01
6.595000000000000000e+03,4.691611345805672961e-01
6.596000000000000000e+03,3.034399517199758423e-01
6.597000000000000000e+03,1.615570307785153814e-01
6.598000000000000000e+03,1.221484610742305382e-01
6.599000000000000000e+03,9.613759806879904057e-02
6.600000000000000000e+03,1.127942063971031916e-01
6.601000000000000000e+03,1.294508147254073704e-01
6.602000000000000000e+03,1.646348823174411669e-01
6.603000000000000000e+03,2.671695835847918143e-01
6.604000000000000000e+03,5.252866626433313479e-01
6.605000000000000000e+03,6.617380808690404015e-01
6.606000000000000000e+03,9.262522631261315142e-01
6.607000000000000000e+03,6.989740494870247955e-01
6.608000000000000000e+03,5.916716958358478884e-01
6.609000000000000000e+03,4.091732045866022793e-01
6.610000000000000000e+03,1.513578756789378532e-01
6.611000000000000000e+03,2.618587809293904667e-01
6.612000000000000000e+03,2.000000000000000111e-01
6.613000000000000000e+03,2.003621001810500790e-01
6.614000000000000000e+03,1.616777308388654133e-01
6.615000000000000000e+03,1.200965600482800238e-01
6.616000000000000000e+03,6.197948098974049441e-02
6.617000000000000000e+03,4.652987326493663450e-02
6.618000000000000000e+03,1.931200965600482836e-02
6.619000000000000000e+03,3.089921544960772329e-02
6.620000000000000000e+03,2.822570911285455786e-01
6.621000000000000000e+03,8.066385033192516874e-01
6.622000000000000000e+03,7.707302353651176441e-01
6.623000000000000000e+03,5.676523838261918753e-01
6.624000000000000000e+03,4.864815932407965948e-01
6.625000000000000000e+03,6.952926976463488229e-01
6.626000000000000000e+03,8.232951116475558662e-01
6.627000000000000000e+03,2.808690404345202118e-01
6.628000000000000000e+03,2.485817742908871530e-01
6.629000000000000000e+03,1.362703681351840612e-01
6.630000000000000000e+03,6.185878092939046252e-02
6.631000000000000000e+03,1.297525648762824502e-01
6.632000000000000000e+03,2.948702474351237446e-01
6.633000000000000000e+03,3.787567893783946871e-01
6.634000000000000000e+03,6.038020519010259823e-01
6.635000000000000000e+03,7.821363910681955467e-01
6.636000000000000000e+03,8.879299939649969442e-01
6.637000000000000000e+03,8.027761013880506669e-01
6.638000000000000000e+03,8.974049487024743366e-01
6.639000000000000000e+03,9.855159927579963952e-01
6.640000000000000000e+03,9.885938442969220974e-01
6.641000000000000000e+03,9.450211225105612511e-01
6.642000000000000000e+03,7.473144236572117904e-01
6.643000000000000000e+03,6.778515389257694368e-01
6.644000000000000000e+03,4.700060350030175194e-01
6.645000000000000000e+03,3.629450814725407315e-01
6.646000000000000000e+03,3.551599275799637856e-01
6.647000000000000000e+03,4.000603500301750381e-01
6.648000000000000000e+03,7.125528062764031612e-01
6.649000000000000000e+03,9.319251659625830131e-01
6.650000000000000000e+03,6.025950512975256634e-01
6.651000000000000000e+03,1.846107423053711394e-01
6.652000000000000000e+03,1.079662039831019854e-01
6.653000000000000000e+03,1.916113458056729058e-01
6.654000000000000000e+03,1.076041038020519036e-01
6.655000000000000000e+03,1.005431502715751352e-01
6.656000000000000000e+03,1.110440555220277570e-01
6.657000000000000000e+03,6.137598068799034190e-02
6.658000000000000000e+03,6.747133373566686909e-02
6.659000000000000000e+03,4.502715751357875829e-01
6.660000000000000000e+03,6.946891973445986634e-01
6.661000000000000000e+03,9.756789378394689072e-01
6.662000000000000000e+03,7.374773687386844134e-01
6.663000000000000000e+03,6.202172601086300974e-01
6.664000000000000000e+03,6.846107423053711116e-01
6.665000000000000000e+03,5.806879903439952084e-01
6.666000000000000000e+03,6.307785153892576657e-01
6.667000000000000000e+03,4.508750754375377423e-01
6.668000000000000000e+03,3.374170187085093753e-01
6.669000000000000000e+03,4.027157513578756842e-01
6.670000000000000000e+03,5.967410983705492278e-01
6.671000000000000000e+03,9.010259505129752933e-01
6.672000000000000000e+03,7.785153892576945900e-01
6.673000000000000000e+03,4.162341581170790339e-01
6.674000000000000000e+03,2.631261315630658015e-01
6.675000000000000000e+03,1.432709716354858276e-01
6.676000000000000000e+03,3.843693421846711145e-01
6.677000000000000000e+03,6.365721182860591965e-01
6.678000000000000000e+03,8.535908267954134265e-01
6.679000000000000000e+03,8.615570307785154203e-01
6.680000000000000000e+03,8.109837054918527244e-01
6.681000000000000000e+03,7.215449607724804260e-01
6.682000000000000000e+03,5.803862401931201287e-01
6.683000000000000000e+03,5.532287266143632865e-01
6.684000000000000000e+03,6.015691007845503924e-01
6.685000000000000000e+03,4.338563669281834678e-01
6.686000000000000000e+03,6.188292094146047306e-01
6.687000000000000000e+03,9.646952323476162272e-01
6.688000000000000000e+03,7.034399517199758645e-01
6.689000000000000000e+03,4.217260108630054294e-01
6.690000000000000000e+03,8.726614363307182154e-02
6.691000000000000000e+03,7.821363910681955467e-02
6.692000000000000000e+03,2.751357875678938081e-01
6.693000000000000000e+03,5.171394085697043064e-01
6.694000000000000000e+03,6.943874471937235837e-01
6.695000000000000000e+03,8.522631261315630757e-01
6.696000000000000000e+03,8.829812914906457477e-01
6.697000000000000000e+03,8.648159324079661703e-01
6.698000000000000000e+03,7.288473144236572443e-01
6.699000000000000000e+03,6.340977670488835427e-01
6.700000000000000000e+03,9.248038624019312426e-01
6.701000000000000000e+03,7.301146650573325791e-01
6.702000000000000000e+03,6.870247435123717494e-01
6.703000000000000000e+03,6.905250452625226742e-01
6.704000000000000000e+03,8.535304767652384106e-01
6.705000000000000000e+03,5.994568497284248343e-01
6.706000000000000000e+03,2.423053711526855780e-01
6.707000000000000000e+03,6.698853349426674153e-02
6.708000000000000000e+03,2.546771273385636802e-02
6.709000000000000000e+03,3.192516596258298395e-02
6.710000000000000000e+03,1.607121303560651859e-01
6.711000000000000000e+03,3.216053108026554197e-01
6.712000000000000000e+03,6.606517803258901145e-01
6.713000000000000000e+03,8.582377791188895433e-01
6.714000000000000000e+03,8.144840072420036492e-01
6.715000000000000000e+03,5.216656608328303912e-01
6.716000000000000000e+03,3.430295715147857472e-01
6.717000000000000000e+03,8.358479179239589052e-02
6.718000000000000000e+03,3.246831623415812051e-02
6.719000000000000000e+03,2.486421243210621551e-02
6.720000000000000000e+03,2.438141219070609489e-02
6.721000000000000000e+03,2.076041038020519022e-02
6.722000000000000000e+03,1.901025950512975210e-02
6.723000000000000000e+03,1.707905853952926961e-02
6.724000000000000000e+03,3.735666867833433574e-02
6.725000000000000000e+03,4.707302353651177107e-02
6.726000000000000000e+03,5.045262522631261543e-02
6.727000000000000000e+03,5.226312613156306602e-02
6.728000000000000000e+03,1.633675316837658320e-01
6.729000000000000000e+03,1.426674713337356681e-01
6.730000000000000000e+03,2.624622812311406261e-01
6.731000000000000000e+03,3.034399517199758423e-01
6.732000000000000000e+03,4.194327097163548790e-01
6.733000000000000000e+03,3.272782136391068075e-01
6.734000000000000000e+03,2.306578153289076671e-01
6.735000000000000000e+03,4.322269161134580373e-01
6.736000000000000000e+03,5.987326493663246429e-01
6.737000000000000000e+03,8.882920941460470399e-01
6.738000000000000000e+03,9.863608931804466184e-01
6.739000000000000000e+03,8.059143029571514960e-01
6.740000000000000000e+03,9.373566686783343371e-01
6.741000000000000000e+03,7.508147254073627153e-01
6.742000000000000000e+03,3.866022933011466489e-01
6.743000000000000000e+03,1.791188895594447716e-01
6.744000000000000000e+03,5.817742908871454538e-02
6.745000000000000000e+03,6.487628243814122508e-02
6.746000000000000000e+03,2.908871454435727477e-01
6.747000000000000000e+03,4.298732649366324710e-01
6.748000000000000000e+03,8.325890162945080997e-01
6.749000000000000000e+03,9.327700663850332363e-01
6.750000000000000000e+03,9.904043452021725757e-01
6.751000000000000000e+03,6.744719372359686549e-01
6.752000000000000000e+03,4.305974652987326623e-01
6.753000000000000000e+03,7.441158720579360564e-02
6.754000000000000000e+03,1.653590826795413304e-02
6.755000000000000000e+03,9.776704888352444334e-03
6.756000000000000000e+03,3.687386843693421512e-02
6.757000000000000000e+03,1.303560651780325819e-01
6.758000000000000000e+03,2.114665057332528741e-01
6.759000000000000000e+03,3.290887145443572859e-01
6.760000000000000000e+03,2.346409173204586640e-01
6.761000000000000000e+03,1.112251056125528048e-01
6.762000000000000000e+03,1.762220881110440618e-02
6.763000000000000000e+03,1.140615570307785230e-02
6.764000000000000000e+03,1.689800844900422394e-03
6.765000000000000000e+03,6.940253470126734811e-03
6.766000000000000000e+03,1.659625829812914899e-02
6.767000000000000000e+03,1.000603500301750215e-01
6.768000000000000000e+03,1.823777911888956049e-01
6.769000000000000000e+03,7.315027157513578349e-01
